,Rank,Player,Team,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,ERA.1,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,Year
190,6.0,윌슨,LG,2.92,30.0,14.0,7.0,0.0,0.0,0.667,185,171.0,7.0,44.0,10.0,137.0,77.0,60.0,1.16,2.92,1.0,0.0,22.0,0.0,763.0,2746.0,0.245,27.0,2.0,8.0,2.0,1.0,6.0,0.0,2019
191,7.0,브리검,키움,2.96,28.0,13.0,5.0,0.0,0.0,0.722,158 1/3,148.0,5.0,46.0,12.0,130.0,62.0,52.0,1.23,2.96,0.0,0.0,15.0,0.0,669.0,2521.0,0.245,32.0,2.0,4.0,4.0,0.0,7.0,1.0,2019
192,8.0,루친스키,NC,3.05,30.0,9.0,9.0,0.0,0.0,0.5,177 1/3,164.0,13.0,45.0,11.0,119.0,68.0,60.0,1.18,3.05,2.0,0.0,17.0,0.0,731.0,2700.0,0.247,20.0,1.0,5.0,5.0,0.0,7.0,0.0,2019
193,9.0,요키시,키움,3.13,30.0,13.0,9.0,0.0,0.0,0.591,181 1/3,166.0,9.0,39.0,11.0,141.0,72.0,63.0,1.13,3.13,1.0,1.0,19.0,0.0,746.0,2762.0,0.24100000000000002,33.0,5.0,4.0,3.0,0.0,6.0,0.0,2019
194,10.0,유희관,두산,3.25,28.0,11.0,8.0,0.0,0.0,0.579,166 1/3,171.0,8.0,42.0,3.0,64.0,67.0,60.0,1.28,3.25,2.0,0.0,17.0,0.0,692.0,2584.0,0.27,37.0,2.0,6.0,7.0,3.0,2.0,0.0,2019
195,11.0,최원태,키움,3.38,27.0,11.0,5.0,0.0,0.0,0.688,157 1/3,165.0,5.0,36.0,5.0,105.0,68.0,59.0,1.28,3.38,0.0,0.0,18.0,0.0,666.0,2447.0,0.268,28.0,2.0,5.0,4.0,0.0,5.0,0.0,2019
196,12.0,채드벨,한화,3.5,29.0,11.0,10.0,0.0,0.0,0.524,177 1/3,169.0,14.0,63.0,10.0,134.0,73.0,69.0,1.31,3.5,0.0,0.0,15.0,0.0,749.0,2843.0,0.256,33.0,2.0,11.0,4.0,0.0,8.0,1.0,2019
197,13.0,서폴드,한화,3.51,31.0,12.0,11.0,0.0,0.0,0.522,192 1/3,191.0,8.0,54.0,8.0,135.0,84.0,75.0,1.27,3.51,0.0,0.0,20.0,0.0,810.0,3142.0,0.259,28.0,4.0,5.0,5.0,1.0,8.0,0.0,2019
198,14.0,쿠에바스,KT,3.62,30.0,13.0,10.0,0.0,0.0,0.565,184,153.0,18.0,63.0,12.0,135.0,80.0,74.0,1.17,3.62,0.0,0.0,18.0,0.0,760.0,2896.0,0.22699999999999998,21.0,6.0,7.0,5.0,0.0,4.0,0.0,2019
199,15.0,이영하,두산,3.64,29.0,17.0,4.0,0.0,0.0,0.81,163 1/3,148.0,5.0,61.0,10.0,90.0,70.0,66.0,1.28,3.64,1.0,0.0,17.0,0.0,692.0,2646.0,0.242,28.0,5.0,3.0,7.0,1.0,4.0,2.0,2019
200,16.0,문승원,SK,3.88,26.0,11.0,7.0,0.0,2.0,0.611,144,130.0,23.0,33.0,3.0,99.0,63.0,62.0,1.13,3.88,0.0,0.0,12.0,0.0,586.0,2185.0,0.239,13.0,5.0,2.0,4.0,1.0,0.0,0.0,2019
201,16.0,박종훈,SK,3.88,28.0,8.0,11.0,0.0,0.0,0.42100000000000004,144,157.0,12.0,59.0,13.0,100.0,72.0,62.0,1.5,3.88,0.0,0.0,10.0,0.0,643.0,2528.0,0.28,29.0,0.0,6.0,5.0,0.0,1.0,0.0,2019
202,18.0,레일리,롯데,3.88,30.0,5.0,14.0,0.0,0.0,0.263,181,191.0,10.0,65.0,8.0,140.0,88.0,78.0,1.41,3.88,0.0,0.0,19.0,0.0,791.0,2933.0,0.26899999999999996,32.0,4.0,7.0,1.0,1.0,10.0,1.0,2019
203,19.0,알칸타라,KT,4.01,27.0,11.0,11.0,0.0,0.0,0.5,172 2/3,189.0,15.0,27.0,8.0,100.0,80.0,77.0,1.25,4.01,1.0,0.0,18.0,0.0,724.0,2574.0,0.278,39.0,3.0,8.0,1.0,0.0,2.0,2.0,2019
204,20.0,이용찬,두산,4.07,26.0,7.0,10.0,0.0,0.0,0.41200000000000003,148 1/3,168.0,15.0,45.0,6.0,102.0,75.0,67.0,1.44,4.07,0.0,0.0,14.0,0.0,651.0,2350.0,0.285,28.0,2.0,5.0,6.0,3.0,3.0,0.0,2019
205,21.0,차우찬,LG,4.12,29.0,13.0,8.0,0.0,0.0,0.619,168 1/3,181.0,16.0,59.0,5.0,124.0,87.0,77.0,1.43,4.12,0.0,0.0,13.0,0.0,730.0,2796.0,0.276,30.0,1.0,3.0,8.0,0.0,13.0,0.0,2019
206,22.0,백정현,삼성,4.24,28.0,8.0,10.0,0.0,0.0,0.444,157,158.0,17.0,56.0,6.0,82.0,85.0,74.0,1.36,4.24,1.0,1.0,12.0,0.0,677.0,2543.0,0.26,29.0,4.0,2.0,6.0,0.0,4.0,0.0,2019
207,23.0,다익손,롯데,4.34,29.0,6.0,10.0,0.0,0.0,0.375,149 1/3,164.0,15.0,40.0,6.0,117.0,81.0,72.0,1.37,4.34,0.0,0.0,7.0,0.0,649.0,2569.0,0.278,23.0,3.0,4.0,9.0,1.0,4.0,1.0,2019
208,24.0,윌랜드,KIA,4.75,28.0,8.0,10.0,0.0,0.0,0.444,165,191.0,17.0,59.0,5.0,137.0,95.0,87.0,1.52,4.75,0.0,0.0,14.0,0.0,726.0,2764.0,0.295,41.0,1.0,7.0,7.0,1.0,4.0,0.0,2019
209,25.0,윤성환,삼성,4.77,27.0,8.0,13.0,0.0,0.0,0.381,145 1/3,168.0,14.0,50.0,7.0,65.0,87.0,77.0,1.5,4.77,1.0,1.0,10.0,0.0,643.0,2340.0,0.29600000000000004,34.0,3.0,9.0,9.0,0.0,3.0,0.0,2019
210,26.0,김민,KT,4.96,27.0,6.0,12.0,0.0,0.0,0.33299999999999996,150 2/3,175.0,16.0,65.0,4.0,91.0,88.0,83.0,1.59,4.96,0.0,0.0,10.0,0.0,674.0,2329.0,0.292,26.0,4.0,5.0,1.0,0.0,4.0,2.0,2019
211,27.0,터너,KIA,5.46,28.0,7.0,13.0,0.0,0.0,0.35,153 1/3,179.0,12.0,58.0,17.0,121.0,107.0,93.0,1.55,5.46,1.0,0.0,11.0,0.0,714.0,2692.0,0.284,34.0,3.0,2.0,6.0,0.0,14.0,0.0,2019
