
Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO
309,Tuffy Gosewisch\gosewtu01,2018-12-10,Milwaukee Brewers,WSN,35,-1.3,5,,,,,,,,,,,,,,,,,,,,,,,,
310,Deolis Guerra\guerrde01,2018-12-10,Milwaukee Brewers,TEX,30,0.4,3,13,1,0,0,0,0,0,0,.000,.000,.000,.000,7,2,4.17,1.263,73,0,0,95.0,98,15,22,75
311,Tyson Ross\rossty01,2018-12-10,Detroit Tigers,STL,32,-0.4,9,132,190,14,38,2,13,1,6,.200,.229,.253,.481,43,65,3.95,1.345,196,135,1,869.1,799,66,370,791
312,Ryan Goins\goinsry01,2018-12-09,Chicago White Sox,PHI,31,-0.7,6,489,1392,137,317,20,148,6,90,.228,.274,.333,.607,,,,,,,,,,,,
313,Patrick Corbin\corbipa01,2018-12-07,Washington Nationals,ARI,29,7.2,6,167,292,26,49,0,19,0,15,.168,.211,.216,.427,56,54,3.91,1.285,172,154,2,945.2,944,107,271,897
314,Garrett Richards\richaga01,2018-12-07,San Diego Padres,LAA,31,1.5,8,9,13,0,0,0,0,0,0,.000,.000,.000,.000,45,38,3.54,1.249,170,115,2,744.2,662,62,268,645
315,Robinson Chirinos\chiriro01,2018-12-06,Houston Astros,TEX,35,5.0,7,462,1392,191,324,68,204,3,146,.233,.324,.438,.761,,,,,,,,,,,,
316,Nathan Eovaldi\eovalna01,2018-12-06,Boston Red Sox,BOS,29,2.8,7,92,149,8,12,0,2,0,6,.081,.116,.081,.197,44,53,4.16,1.348,156,148,0,850.0,887,80,259,640
317,Jonathan Schoop\schoojo01,2018-12-06,Minnesota Twins,MIL,27,9.0,6,681,2484,322,640,110,333,7,98,.258,.294,.444,.738,,,,,,,,,,,,
318,Ronald Torreyes\torrero01,2018-12-06,Minnesota Twins,CHC,26,1.4,4,229,576,65,162,4,56,4,24,.281,.310,.375,.685,,,,,,,,,,,,
319,Andres Blanco\blancan01,2018-12-05,Atlanta Braves,MIL,35,-0.6,14,,,,,,,,,,,,,,,,,,,,,,,,
320,Louis Coleman\colemlo01,2018-12-05,Detroit Tigers,DET,33,0.5,7,71,1,0,0,0,0,0,0,.000,.000,.000,.000,12,6,3.51,1.294,264,0,2,276.2,232,36,126,272
321,Chris Owings\owingch01,2018-12-05,Kansas City Royals,ARI,27,2.1,6,580,1960,225,490,31,196,70,109,.250,.291,.378,.669,,,,,,,,,,,,
322,Bobby Wilson\wilsobo02,2018-12-05,Detroit Tigers,CHC,36,-0.2,9,371,888,81,185,18,100,0,68,.208,.264,.313,.577,,,,,,,,,,,,
323,Chi Chi Gonzalez\gonzach01,2018-12-04,Colorado Rockies,TEX,27,-0.5,2,0,0,0,0,0,0,0,0,,,,,4,8,4.54,1.435,17,13,0,77.1,70,7,41,37
324,Andres Machado\machaan02,2018-12-04,Kansas City Royals,KCR,26,-0.3,1,,,,,,,,,,,,,,,,,,,,,,,,
325,Matt Moore\moorema02,2018-12-04,Detroit Tigers,TEX,30,0.6,8,53,85,5,9,0,5,0,2,.106,.126,.106,.232,54,56,4.56,1.413,179,149,0,884.2,882,114,368,797
326,Pedro Alvarez\alvarpe01,2018-12-03,Miami Marlins,BAL,32,0.9,9,910,2980,365,704,162,472,15,314,.236,.310,.447,.757,,,,,,,,,,,,
327,R.J. Alvarez\alvarrj01,2018-12-03,Miami Marlins,TEX,28,,4,,,,,,,,,,,,,,,,,,,,,,,,
328,Jon Berti\bertijo01,2018-12-03,Miami Marlins,TOR,29,0.0,1,4,15,2,4,0,2,1,0,.267,.267,.467,.733,,,,,,,,,,,,
329,Gabriel Guerrero\guerrga01,2018-12-03,Miami Marlins,CIN,25,-0.3,1,14,18,1,3,1,1,0,0,.167,.167,.333,.500,,,,,,,,,,,,
330,Mike Kickham\kickhmi01,2018-12-03,Miami Marlins,MIA,30,,5,,,,,,,,,,,,,,,,,,,,,,,,
331,Deven Marrero\marrede01,2018-12-03,Miami Marlins,ARI,28,-0.1,4,158,314,51,62,5,37,10,23,.197,.250,.283,.533,,,,,,,,,,,,
332,Christian Colon\colonch01,2018-12-02,Cincinnati Reds,NYM,30,0.5,4,142,349,33,88,1,25,5,30,.252,.315,.315,.630,,,,,,,,,,,,
333,Aristides Aquino\aquinar01,2018-12-01,Cincinnati Reds,CIN,25,-0.1,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,
334,James Hoyt\hoytja01,2018-12-01,Cleveland Indians,CLE,32,0.2,3,4,1,0,0,0,0,0,0,.000,.000,.000,.000,2,1,4.40,1.284,66,0,0,71.2,68,12,24,94
335,Trayce Thompson\thomptr01,2018-12-01,Cleveland Indians,CHW,28,-0.5,4,202,535,69,110,22,59,9,52,.206,.276,.389,.664,,,,,,,,,,,,
336,Jesse Chavez\chaveje01,2018-11-30,Texas Rangers,CHC,35,2.8,11,185,17,0,1,0,0,0,0,.059,.059,.059,.118,38,53,4.45,1.348,415,70,7,838.0,863,125,267,747
337,Dilson Herrera\herredi01,2018-11-29,New York Mets,CIN,25,-0.2,3,102,236,24,48,11,28,2,26,.203,.293,.394,.687,,,,,,,,,,,,
338,Josh Lucas\lucasjo02,2018-11-29,Baltimore Orioles,OAK,28,-0.2,2,6,0,0,0,0,0,0,0,,,,,0,0,5.40,1.662,13,1,0,21.2,23,3,13,21
339,Tony Renda\rendato01,2018-11-28,Boston Red Sox,BOS,28,-0.4,2,33,60,5,11,0,3,0,5,.183,.246,.217,.463,,,,,,,,,,,,
340,Kyle Ryan\ryanky01,2018-11-28,Chicago Cubs,CHC,27,0.9,4,4,0,0,0,0,0,0,0,,,,,8,6,3.87,1.336,86,7,0,128.0,127,11,44,70
341,Lonnie Chisenhall\chiselo01,2018-11-27,Pittsburgh Pirates,CLE,30,2.9,8,688,2159,261,578,64,296,20,150,.268,.320,.427,.747,,,,,,,,,,,,
342,Josh Donaldson\donaljo02,2018-11-26,Atlanta Braves,CLE,33,13.8,8,883,3292,556,906,182,551,34,457,.275,.367,.507,.874,,,,,,,,,,,,
343,Brian McCann\mccanbr01,2018-11-26,Atlanta Braves,HOU,35,2.9,14,1670,5790,714,1521,270,973,25,609,.263,.338,.454,.791,,,,,,,,,,,,
344,Cesar Puello\puellce01,2018-11-26,Los Angeles Angels,SFG,28,0.0,1,17,34,6,7,0,3,2,4,.206,.308,.206,.514,,,,,,,,,,,,
345,Kelby Tomlinson\tomlike01,2018-11-26,Arizona Diamondbacks,SFG,29,0.9,4,273,618,77,164,3,47,19,58,.265,.331,.332,.663,,,,,,,,,,,,
346,Chris Beck\beckch02,2018-11-22,St. Louis Cardinals,NYM,28,-0.9,4,17,2,0,0,0,0,0,0,.000,.000,.000,.000,4,4,5.88,1.715,103,1,1,130.0,148,27,75,86
347,Pedro Florimon\floripe01,2018-11-22,Atlanta Braves,PHI,32,0.0,8,321,788,96,166,12,73,26,63,.211,.270,.319,.588,0,0,9.00,1.000,2,0,0,2.0,1,1,1,0
348,Kyle Crockett\crockky01,2018-11-21,Oakland Athletics,CIN,27,-0.3,5,24,0,0,0,0,0,0,0,,,,,5,1,3.74,1.393,122,0,0,74.2,79,4,25,73
349,Daniel Castro\castrda01,2018-11-20,Los Angeles Dodgers,COL,26,-1.8,3,98,272,24,57,3,18,1,11,.210,.240,.265,.505,,,,,,,,,,,,
350,Mike Freeman\freemmi01,2018-11-20,Cleveland Indians,CHC,31,-1.0,3,57,82,7,11,1,2,0,8,.134,.211,.207,.418,0,0,9.00,3.000,1,0,0,1.0,3,0,0,0
351,Jeff Mathis\mathije01,2018-11-20,Texas Rangers,ARI,36,0.0,14,835,2419,232,480,48,265,10,185,.198,.258,.306,.564,0,1,9.00,2.000,3,0,0,3.0,5,1,1,1
352,Jace Peterson\peterja01,2018-11-20,Baltimore Orioles,BAL,29,-0.9,5,479,1327,139,303,18,126,35,168,.228,.318,.330,.648,0,0,36.00,6.000,1,0,0,1.0,6,1,0,1
353,Kurt Suzuki\suzukku01,2018-11-20,Washington Nationals,ATL,35,5.1,12,1394,4814,515,1243,114,619,19,329,.258,.315,.387,.702,,,,,,,,,,,,
354,Zach Vincej\vinceza01,2018-11-20,Baltimore Orioles,SEA,28,-0.1,2,10,13,2,3,0,1,0,1,.231,.375,.231,.606,,,,,,,,,,,,
355,Hunter Cervenka\cervehu01,2018-11-19,St. Louis Cardinals,DET,29,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,
356,Dustin Garneau\garnedu01,2018-11-19,Los Angeles Angels,CHW,31,0.4,4,88,252,23,49,5,24,0,25,.194,.269,.321,.590,,,,,,,,,,,,
357,Preston Guilmet\guilmpr01,2018-11-19,Minnesota Twins,TOR,31,-0.5,4,5,0,0,0,0,0,0,0,,,,,0,2,9.27,1.697,27,0,0,33.0,43,10,13,27
358,Mike Hauschild\hauscmi01,2018-11-19,St. Louis Cardinals,TOR,29,-0.2,2,0,0,0,0,0,0,0,0,,,,,1,1,7.71,1.653,6,1,0,16.1,21,5,6,12
359,Ryan LaMarre\lamarry01,2018-11-19,Atlanta Braves,CHW,30,0.4,4,105,202,18,48,2,18,2,12,.238,.283,.322,.605,0,0,5.40,1.800,2,0,0,1.2,3,1,0,0
360,Zack Weiss\weissza01,2018-11-19,Minnesota Twins,CIN,27,0.0,1,1,0,0,0,0,0,0,0,,,,,0,0,inf,,1,0,0,0.0,2,2,2,0
361,Tommy Layne\layneto01,2018-11-18,St. Louis Cardinals,STL,34,0.5,6,,,,,,,,,,,,,,,,,,,,,,,,
362,Rafael Ortega\ortegra01,2018-11-18,Atlanta Braves,MIA,28,-0.5,3,109,322,34,76,1,23,14,24,.236,.291,.286,.577,,,,,,,,,,,,
363,Peter Bourjos\bourjpe01,2018-11-17,Los Angeles Angels,SFG,32,0.7,9,849,2072,280,498,43,168,66,133,.240,.296,.382,.678,,,,,,,,,,,,
364,Matt Skole\skolema01,2018-11-17,Chicago White Sox,CHW,29,0.0,1,4,11,2,3,1,1,0,2,.273,.385,.545,.930,,,,,,,,,,,,
365,Steve Pearce\pearcst01,2018-11-16,Boston Red Sox,BOS,36,3.9,12,737,2167,281,556,90,294,13,233,.257,.336,.447,.783,,,,,,,,,,,,
366,Zach Lee\leeza01,2018-11-15,New York Mets,TBR,27,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,
367,Ryan O'Rourke\orourry01,2018-11-15,New York Mets,BAL,31,0.2,2,5,1,0,0,0,0,0,0,.000,.000,.000,.000,0,1,4.98,1.255,54,0,0,47.0,34,6,25,48
368,Christopher Bostick\bostich01,2018-11-14,Baltimore Orioles,MIA,26,0.0,2,35,43,6,11,0,3,0,6,.256,.360,.326,.686,,,,,,,,,,,,
369,Hyun-Jin Ryu\ryuhy01,2018-11-14,Los Angeles Dodgers,LAD,32,3.8,5,91,162,16,30,0,9,0,8,.185,.228,.241,.469,40,28,3.20,1.216,97,96,1,557.2,538,55,140,502
370,Juan Centeno\centeju01,2018-11-13,Boston Red Sox,TEX,29,0.2,6,111,326,25,74,6,35,0,22,.227,.278,.331,.609,,,,,,,,,,,,
371,Joe Hudson\hudsojo03,2018-11-13,St. Louis Cardinals,LAA,28,-0.1,1,8,12,0,2,0,1,0,0,.167,.167,.250,.417,,,,,,,,,,,,
372,Ryan Merritt\merriry01,2018-11-13,Tampa Bay Rays,CLE,27,1.1,2,,,,,,,,,,,,,,,,,,,,,,,,
373,Wilfredo Tovar\tovarwi01,2018-11-13,Los Angeles Angels,STL,27,,2,9,18,1,3,0,2,1,1,.167,.250,.167,.417,,,,,,,,,,,,
374,Jake Buchanan\buchaja01,2018-11-12,Oakland Athletics,ARI,29,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,
375,Kevin Quackenbush\quackke01,2018-11-11,Los Angeles Dodgers,CIN,30,-0.5,5,197,1,0,0,0,0,0,0,.000,.000,.000,.000,13,15,4.38,1.329,203,0,8,207.2,194,24,82,186
376,Pete Kozma\kozmape01,2018-11-09,Detroit Tigers,DET,31,-0.4,7,341,735,89,158,5,62,8,63,.215,.278,.291,.569,,,,,,,,,,,,
377,Jett Bandy\bandyje01,2018-11-08,Texas Rangers,MIL,29,0.0,4,156,444,43,97,16,45,2,29,.218,.282,.365,.647,,,,,,,,,,,,
378,Jung Ho Kang\kangju01,2018-11-08,Pittsburgh Pirates,PIT,32,2.5,3,232,745,105,204,36,120,8,64,.274,.355,.482,.837,,,,,,,,,,,,
379,Ryan Lavarnway\lavarry01,2018-11-07,New York Yankees,PIT,31,0.2,7,146,390,31,81,7,43,0,30,.208,.268,.326,.593,,,,,,,,,,,,
380,CC Sabathia\sabatc.01,2018-11-07,New York Yankees,NYY,38,8.3,18,46,118,7,25,3,15,0,2,.212,.225,.314,.539,246,153,3.70,1.254,538,538,0,3470.0,3292,355,1060,2986
381,Jake Smolinski\smolija01,2018-11-07,Tampa Bay Rays,OAK,30,-0.8,5,234,608,67,143,16,67,3,43,.235,.299,.363,.663,0,0,18.00,2.000,1,0,0,1.0,2,1,0,0
382,Scott McGough\mcgousc01,2018-11-06,Colorado Rockies,COL,29,,3,,,,,,,,,,,,,,,,,,,,,,,,
383,Sean Gilmartin\gilmase01,2018-11-02,Baltimore Orioles,BAL,29,0.4,4,64,7,2,3,0,1,0,0,.429,.429,.571,1.000,4,4,3.84,1.320,78,2,0,105.1,102,12,37,84
384,Patrick Kivlehan\kivlepa01,2018-10-30,Pittsburgh Pirates,ARI,29,0.2,3,132,212,31,44,10,28,1,24,.208,.302,.401,.703,,,,,,,,,,,,
385,Evan Marshall\marshev01,2018-10-30,Chicago White Sox,CLE,29,-1.2,5,81,0,0,0,0,0,0,0,,,,,4,7,5.15,1.737,101,0,0,92.2,122,9,39,83
386,Adam Wainwright\wainwad01,2018-10-30,St. Louis Cardinals,STL,37,2.6,13,362,635,48,128,10,69,0,22,.202,.228,.309,.536,148,85,3.32,1.213,352,285,3,1932.0,1831,145,512,1623
387,Josh Smoker\smokejo01,2018-10-08,Los Angeles Dodgers,DET,30,-0.8,3,75,4,0,0,0,0,0,0,.000,.000,.000,.000,4,2,5.35,1.696,82,0,0,79.0,91,16,43,97
